ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2020-21 National Institutions Oversight Performance  Report as of ( FY 2020-21),Location/s: National,InstitutionType:   National,"Institution:   Agriculture, Forestry and Fisheries (2015-2020), Agriculture, Land Reform and Rural Development, Arts and Culture (2015-2020)",FinancialYear:   FY 2020-21,"Report Printed On:   Thursday, February 9, 2023 9:04:51 AM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,7.1.1 National Land Information System Developed,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",-,,,,,,An analytical report on policies that impact on land administration," A draft Land Administration Policy framework (National Land Administration System is in one of the chapters)  circulated to internal stakeholders awaiting for inputs and approval for commencement with external stakeholder engagement.

Not Achieved.
",Awaiting for further inputs and approval for commencement with the external stakeholder engagement,"To further engage with the executive management on the approval.
Expedite external stakeholder engagement.
",,,An analytical report on policies that impact on land administration,"A draft Land Administration Policy framework (National Land Administration System is one of the chapters) has been circulated to internal stakeholders awaiting for further  inputs and approval to commence with external stakeholder engagement
","Inputs from external stakeholders on Land Administration Policy Framework had not been received at the time of reporting.
","To develop a catchup plan and engage stakeholders regarding the outstanding inputs.
",,,"A consolidated  analytical report on policies, legislation and systems to inform the National  Land Information Systems",Not achieved,"Inputs on the draft Land Administration Policy Framework and approval have not been received from the stakeholders to commence with the external stakeholder engagement.
","Regular follow-up is made. However, the indicator has been removed from APP for the next FY.",,,"Consolidated analytical report on policies, legislation and systems to inform the National Land Information System ",-,"A consolidated analytical
report on
policies, legislation
and systems to
inform the National
Land Information
System was not compiled
",Inputs on the draft Land Administration Policy Framework and approval have not been received from the stakeholders to commence with the compilation of the report,N/A,,,"A consolidated analytical report on policies, legislation and systems to inform the National Land Information System was not compiled",98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,7.2.1 Electronic Deeds Registration System (eDRS) Phase 1 completed,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",-,,,,,,Sourcing of solution developer partner through SITA procurement process,"Submission for budget request to fund the project was submitted to National Treasury. However, this was not approved. The departmental CFO has been engaged on the matter. A meeting a with the CFO has been requested to conclude this matter, awaiting the response from the CFO.

Not Achieved.
","Awaiting Budget approval from Dept of Finance before Sourcing/Procurement initiation of the System/Solution Developer Partner. 
","Follow-up with the CFO. Engage Departmental Finance to explore the possibility of sourcing project funds from the departmental budget.
",,,Develop and finalise  eDRS detailed functional and user specification,"Budget approval was received on 11 November 2020. 
Since then Bid Specification-Evaluation (BESC) Members have confirmed and accepted their appointments, signed SCM Code of Conduct, sat for their first meeting, and the Procurement Initiation docs, i.e. TORs (SITA Procurement form) and Business Requirements for the project have been circulated to all members to review. Next BESC meeting  is to finalise the Procurement documents, procurement plan and Evaluation criteria. Procurement plan to be shared as soon as it is finalised (with SITA inputs and dates commitment).
","Delays in approval to source development partner due to budget issues. The detailed specification can only be developed with the development partner or service provider on board.
","Escalated budget issues and approval to source Development partner has been granted. the targets on this indicator have been differed to 2021-2022 FY because it became impossible for all the 2020-2021 targets to be met because they were sequential and all dependent on the Solution Developer Procurement finalisation which became impossible to finalise within this FY
",,,Develop and finalise  eDRS system design and architecture,Not achieved,"Delays in approval to source development partner due to suspension of the eDRS project as a result of project funds not being guaranteed by NT and (Requests written to NT to get a grant, declined due to strain in the fiscus for outer years in 2020/21 approved and has been ring fenced however even the R208 m that has been approved isn’t sufficient for the entire project. 
","The budget section has approached NT to revise the revenue model to include all of the grant and a portion of the revenue from operations which will be ring fenced).
",,,"eDRS  phase 1, 60% completed",-,"eDRS phase 1,
60% did not start
",Delays in approval to source development partner due to suspension of the eDRS project as a result of project funds not being guaranteed by NT and due to strain in the fiscus. ,N/A,,,"e-DRS Phase 1, 60% did not start",98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,7.3.1 Deeds Registration Act Amendment Bill ,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",-,,,,,,Final Deeds Amendment Bill,"Final Deeds Amendment  Bill is available.

Achieved.
",None,Not applicable,,,Submission of the Deeds Amendment Bill to Chief State Law Advisor for pre-certification,"A precertification was received from the Chief State Attorney
",n/a,n/a,,,Submission to Minister to introduce the Deeds Registration Amendment  Bill to Cabinet,"Submission placed on route to the Minister on 4 February 2021
",N/A,N/A,,,Submission to Minister to introduce the Deeds Registration Amendment  Bill to Cabinet,-,"A submission of the Deeds Registries
Amendment
Bill to Cabinet was presented to the minister 
",N/A,N/A,,,A submission of the Deeds Registries Amendment Bill to Cabinet was presented to the minister,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,7.4.1 Number of National Spatial Development Framework (NSDF) Spatial action areas implementation plans developed,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",-,,,,,,-,-,Not Applicable,Not Applicable,,,Analysis of Spatial Action areas Report,"Analysis reports were received.
(Four reports were received (National Resource Risk Area, National Transformation Corridors, National Urban Regions & Central Innovation Belt)
",n/a,n/a,,,5 NSDF Spatial Action Area implementation Plans drafted,"5 NSDF Spatial Action Area Implementation Plans drafted namely; Arid Innovation Region, National Risk Area, National Transformation Corridors, NSAA Implementation Central Innovation Belt & NSAA Implementation National Urban Regions
",N/A,N/A,,,5 NSDF Spatial action areas implementation plans drafted,-,"5 NSDF spatial
action area Implementation
plans were
drafted
",N/A,N/A,,,5 NSDF spatial action area implementation plans were drafted,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,8.1.1 Land Administration Legislative Framework approved,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,Not Applicable,Stakeholder consultation on draft policy ,"Not Achieved

The draft framework was done
",Lockdown due to Covid-19 pandemic,Technical Task Team is investigating alternative methods of consultation,,,Revise policy and finalise SEIAS,This indicator has been discontinued,Not Applicable,Not Applicable,,,Submission to Minister and DPME for approval,,,,,,Approval Land Administration Policy Framework,N/A,N/A,N/A,,,Land Administration Policy Framework approved,-,The stakeholder consultation on the draft framework was not done,The target was not achieved due to Covid19 restrictions. Consultation with various stakeholders including rural communities is a prerequisite towards its achievement.,N/A,,,The stakeholder consultation on the draft framework was not achieved,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,8.2.1 National Land Information System Developed,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,Not Applicable,An analytical report on policies that impact on land administration,"Not Achieved

Report has not been done
",Lockdown due to Covid-19 pandemic,Technical Task Team is investigating alternative methods of consultation,,,An analytical report on legislation that impact on land administration,Not applicable,Not Applicable,Not Applicable,,,An analytical report on systems that impact on land administration,,,,,,"A consolidated  analytical report on policies, legislation and systems to inform the National  Land Information Systems",N/A,N/A,N/A,,,"Consolidated analytical report on policies, legislation and systems to inform the National Land Information System ",-,The target was not done,The work could not be done due to the placement of officials to the new roles not being finalised,Budget approval was obtained from National Treasury kickstarting the project in the 2-21-2022 FY,,,The target was not achieved,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,8.3.1 e-DRS phase 1 completed,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,Sourcing of solution provider ,"Not Achieved

EDRS Development Kick-Off approval only received in April

","EDRS Development Kick-Off approval only received in April. DG requested Objective QA of EDRS Cost Estimation. Awaiting Budget approval before Procurement initiation of the System/Solution Developer Partner.
","Finalize EDRS Cost Estimation QA by Deloitte. Fast track the Project Budget approval for EDRS.
",,,e-DRS detail plan ,The target has been rephrased,Not Applicable,not Applicable,,,System design ,,,,,,e-DRS portal and recordal module,N/A ,N/A,N/A,,,e-DRS phase 1 completed,-,EDRS Phase 1 has not been completed ,The target could not be achieved due to Covid19 restrictions that affected the ability of the entity to generate income that was to fund the project,N/A,,,e-DRS Phase 1 has not been completed,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,8.4.1 Deeds Amendment Bill drafted,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,First draft of the Deeds Amendment Bill,"Achieved

Draft Amendment Bill is available",None ,N/A,,,Final Deeds Amendment Bill,Not Aplicable,Not Applicable,Not Applicable,,,Submission of the Deeds Amendment Bill to Chief State Advisor for pre-certification,,,,,,Deeds Amendment Bill approved by Minister,N/A,N/A,N/A,,,Deeds Amendment Bill approved by the Minister for submission to Cabinet,-,Draft Amendment Bill available,"The intended targeted for Q1 was achieved. However,the annual target is not satisfied by the achievement of quarter1 and this is in accordance with as  DPME reporting Guide  ",N/A,,,Draft Amendment Bill available,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,8.5.1 District recordal projects piloted,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,Business case,"Draft Business Case is available
",The lockdown affected performance,The target was moved to Q2,,,Strategy on recordals developed,This indicator has been discontinued ,Not Applicable,Not Applicable,,,3 Recordal sites identified,,,,,,Recordals on 3 sites conducted,N/A,N/A,N/A,,,Recordals on 3 sites conducted,-,Draft Business case is available,The deviation is due to lockdown regulations resulting in budget cuts to finalise the project,N/A,,,Draft Business case is available,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,8.6.1 Number of National Spatial Development Framework (NSDF) spatial action areas implementation plans developed ,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,-,N/A,N/A,N/A,,,Analysis of spatial action areas report,Not applicable,Not Applicable,Not Applicable,,,5 NSDF spatial action areas implementation plans  drafted,,,,,,5 NSDF spatial action areas implementation plans developed,N/A,N/A,NA,,,5 NSDF spatial action areas implementation plans developed ,-,N/A,There was no quarter 1 to report against contributing to this annual target.,N/A,,,5 NSDF spatial action areas implementation plans could not be developed,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6.: Land Administration,Programme 6.: Land Administration,Quarterly,8.8.1 Number of (CPAS) supported to be compliant with legislation,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",83,2,"Due to the Pandemic, most of the planned Activities to support CPA’s were to be put on hold. 
","Most work will commence in the second quarter albeit in smaller no to minimize the risks associated with COVID-19.
",,,145,This indicator has been moved to programme 3,Not Applicable,Not Applicable,,,134,,,,,,115,N/A,N/A,N/A,,,477,2,2,Deviation was realised during Quarter 1 as 3 CPAs were supported against a Quarte r 1 target of 83. The deviation was due to COVID -19 restrictions that restricted staff from travelling to farms and restricted community gatherings. The deviation of 474 is for annual period due to 3 Quarte r 1 achieved from annual target of 477,N/A,,,2,98
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,Programme 6: Land Administration,Annually,8.7.1 Number of district development plans (Operation Khauleza) updated,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23 District development plans updated,-,25,"The department managed to complete
additional two project s due to the quick turnaround on the targeted 23",N/A,,,25,98

