Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,Sub-programme 2.2: Community Outreach,Quarterly,2.2.1 Number of Izimbizo/public participation programmes held with communities to promote community safety,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",2,2,2,5,2,2,2,-,8,9,14,There was an increased  demand to conduct Izimbizo in line with Minister’s public participation programme.,N/A,14,n/a,n/a,The additional achievement emanated from Presidential coordinated izimbizo which required departmental support and participation. Crime prevention invitation from Eastern Cape Premier to the Minister of Police to participate in the Provincial imbizo,Efforts will be made to follow the planned programme in subsequent quarters ,N/A,N/A,"There was only one (1) Izimbizo held in the quarter under review, since the target was achieved in preceding quarter.",The Unit will analyse their performance trend and plan more effectively in the  following planning cycle.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,Sub-programme 2.2: Community Outreach,Quarterly,2.2.2 Number of response plans on the Izimbizo/public participation programmes held to promote community safety (feedback to communities),Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",2,2,2,5,2,4,2,-,8,11,11,The over-achievement  emanated from the need to provide feedback to stakeholders from a number of izimbizo conducted with different communities.,N/A,11,n/a,n/a,The accountability and feedback sessions from the previously attended izimbizo were included as part of the response plans ,Efforts will be made to follow the planned programme in subsequent quarters,An over-achievement emanated from the need to provide feedback to stakeholders from a number of izimbizo conducted with different communities. ,"The unit will try to follow the planned programme for the remainder of the financial year, notwithstanding special requests that tend to emanate from the Principals.","There was no additional response plan produced in the quarter under review, because the target had been achieved in preceding quarter. ",The Unit will analyse their performance trend and plan more effectively in the  following planning cycle.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 3: Legislation and Policy Development,Sub-programme 3.1: Policy Development and Research,Annually,3.1.1 Number of National Policing Policies submitted to the Secretary for approval,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,1,,1,N/A,N/A,1,,,,,,,,,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 3: Legislation and Policy Development,Sub-programme 3.1: Policy Development and Research,Annually,3.1.2 Number of research projects conducted on policing and safety,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,1,,1,N/A,N/A,1,,,,,,,,,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 3: Legislation and Policy Development,Sub-programme 3.1: Policy Development and Research,Quarterly,3.1.3 Percentage implementation of the knowledge and information management strategy submitted to the Secretary for approval,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0 %,0 %,50 %,50 %,0 %,0 %,50 %,50 %,100 %,100 %,100,N/A,N/A,100,n/a,n/a,N/A,N/A,N/A,N/A,N/A,N/A,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 3: Legislation and Policy Development,Sub-programme 3.2: Legislation,Annually,3.2.1 Number of Bills submitted to the Minister for Cabinet Approval,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,1,,1,N/A,N/A,1,,,,,,,,,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 3: Legislation and Policy Development,Sub-programme 3.2: Legislation,Quarterly,3.2.1 Number of Bills subitted to the Minister for Cabinet approval,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,1,0,-,1,0,1,-,2,1,,,,,"Cabinet approved the prioritised Independent Police Investigative Directorate Amendment Bill, 2023 sooner than expected",n/a,N/A,N/A,N/A,N/A,The target was achieved earlier than planned in Q1.,The unit will strive to ensure the utilisation of performance trends to inform the development of planned targets.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,"Programme 4: Civilian Oversight, Monitoring and Evaluation","Sub-programme 4.1: Police Performance, Conduct and Compliance Monitoring",Annually,4.1.1 Number of Police Oversight initiatives undertaken,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,2,,2,N/A,N/A,2,,,,,,,,,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,"Programme 4: Civilian Oversight, Monitoring and Evaluation","Sub-programme 4.1: Police Performance, Conduct and Compliance Monitoring",Annually,4.1.2 Number of SAPS Budget and Programme Performance assessments conducted,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,1,,1,N/A,N/A,1,,,,,,,,,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,"Programme 4: Civilian Oversight, Monitoring and Evaluation","Sub-programme 4.1: Police Performance, Conduct and Compliance Monitoring",Annually,4.1.5 Number of assessments on police conduct and integrity undertaken,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,1,,1,N/A,N/A,1,,,,,,,,,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,"Programme 4: Civilian Oversight, Monitoring and Evaluation","Sub-programme 4.1: Police Performance, Conduct and Compliance Monitoring",Annually,4.1.7 Number of assessments of the implementation of and compliance to legislation and policies by SAPS,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,1,,1,N/A,N/A,1,,,,,,,,,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,"Programme 4: Civilian Oversight, Monitoring and Evaluation","Sub-programme 4.1: Police Performance, Conduct and Compliance Monitoring",Quarterly,4.1.8 Number of assessments conducted on the functioning of the National Forensic DNA Database,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1,1,1,1,1,1,1,1,4,4,4,N/A,N/A,4,n/a,n/a,N/A,N/A,N/A,N/A,N/A,N/A,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,"Programme 4: Civilian Oversight, Monitoring and Evaluation","Sub-programme 4.1: Police Performance, Conduct and Compliance Monitoring",Quarterly,4.1.3 Number of assessments conducted on SAPS Complaints Management,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1,1,0,-,1,0,0,0,2,1,2,N/A,N/A,2,n/a,n/a,N/A,N/A,"The amount of data collected from the Census led to more time being spent on data processing than originally planned. Thus, the finalisation of the report was delayed. ",Project planning will be improved in future.  ,N/A,N/A,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,"Programme 4: Civilian Oversight, Monitoring and Evaluation","Sub-programme 4.1: Police Performance, Conduct and Compliance Monitoring",Quarterly,4.1.4 Number of assessments on the implementation of IPID recommendations by SAPS undertaken,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1,1,0,-,1,1,0,0,2,1,2,N/A,N/A,2,n/a,n/a,N/A,N/A,N/A,N/A,N/A,N/A,198
